"ProductType","Product","AgeRange","IncomeRange","EmploymentStatus","ResidentialStatus","LikelihoodScore","total"
"Balance Transfer","Post Office*","(30,40]","30k","Self Employed","Living with Parents",0,117
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","20k","Part time","Private Tenant",0.5,67
"Balance Transfer","Halifax Low Rate*","(20,30]","20k","Part time","Private Tenant",0.5,66
"Balance Transfer","Santander*","(30,40]","20k","Self Employed","Homeowner",0.95,60
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","10k","Part time","Living with Parents",0.3,12
"Balance Transfer","Halifax Low Rate*","(20,30]","10k","Part time","Living with Parents",0.3,12
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","30k","Full time","Private Tenant",0.7,182
"Balance Transfer","Halifax Low Rate*","(40,50]","30k","Full time","Private Tenant",0.7,182
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","20k","Retired","Private Tenant",0.3,15
"Balance Transfer","Halifax Low Rate*","(60,70]","20k","Retired","Private Tenant",0.3,15
"Balance Transfer","Santander*","(60,70]","20k","Retired","Private Tenant",0.6,18
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","30k","Self Employed","Private Tenant",0,36
"Balance Transfer","Halifax Low Rate*","(50,60]","30k","Self Employed","Private Tenant",0,36
"Balance Transfer","Santander*","(50,60]","60k","Full time","Homeowner",0.6,70
"Balance Transfer","Santander*","(30,40]","30k","Part time","Homeowner",0.9,32
"Balance Transfer","MBNA Low Rate*","(50,60]","20k","Homemaker","Homeowner",0,64
"Balance Transfer","Post Office*","(50,60]","20k","Homemaker","Homeowner",0,34
"Balance Transfer","Santander*","(30,40]","20k","Full time","Private Tenant",0.3,28
"Balance Transfer","MBNA Low Rate*","(30,40]","30k","Student","Council Tenant",0,18
"Balance Transfer","MBNA Low Rate*","(30,40]","50k","Full time","Private Tenant",0.8,40
"Balance Transfer","Santander*","(50,60]","10k","Part time","Homeowner",0.4,50
"Balance Transfer","MBNA Low Rate*","(40,50]","100k","Full time","Private Tenant",0,28
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","100k","Full time","Private Tenant",0.5,12
"Balance Transfer","Halifax Low Rate*","(40,50]","100k","Full time","Private Tenant",0.5,12
"Balance Transfer","Post Office*","(40,50]","100k","Full time","Private Tenant",0,22
"Balance Transfer","Santander*","(40,50]","100k","Full time","Private Tenant",0.95,12
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","30k","Full time","Living with Parents",0.95,162
"Balance Transfer","Halifax Low Rate*","(30,40]","30k","Full time","Living with Parents",0.95,164
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","50k","Self Employed","Homeowner",0.2,70
"Balance Transfer","Halifax Low Rate*","(30,40]","50k","Self Employed","Homeowner",0.2,72
"Balance Transfer","Post Office*","(30,40]","50k","Self Employed","Homeowner",0.4,27
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","40k","Full time","Private Tenant",0.9,90
"Balance Transfer","Halifax Low Rate*","(20,30]","40k","Full time","Private Tenant",0.9,95
"Balance Transfer","MBNA Low Rate*","(60,70]","20k","Full time","Private Tenant",0.1,20
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","20k","Full time","Private Tenant",0.2,24
"Balance Transfer","Halifax Low Rate*","(60,70]","20k","Full time","Private Tenant",0.2,25
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","50k","Self Employed","Homeowner",0.95,15
"Balance Transfer","Halifax Low Rate*","(50,60]","50k","Self Employed","Homeowner",0.95,15
"Balance Transfer","Santander*","(50,60]","50k","Self Employed","Homeowner",0.95,38
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","50k","Full time","Homeowner",0.95,85
"Balance Transfer","Halifax Low Rate*","(50,60]","50k","Full time","Homeowner",0.95,87
"Balance Transfer","Santander*","(30,40]","20k","Full time","Living with Parents",0.4,52
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","40k","Full time","Living with Parents",0.5,62
"Balance Transfer","Halifax Low Rate*","(30,40]","40k","Full time","Living with Parents",0.5,60
"Balance Transfer","MBNA Low Rate*","(60,70]","40k","Full time","Private Tenant",0.1,44
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","40k","Full time","Private Tenant",0.2,39
"Balance Transfer","Halifax Low Rate*","(60,70]","40k","Full time","Private Tenant",0.2,39
"Balance Transfer","Post Office*","(60,70]","40k","Full time","Private Tenant",0,56
"Balance Transfer","MBNA Low Rate*","(40,50]","180k","Full time","Homeowner",0,20
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","180k","Full time","Homeowner",0,27
"Balance Transfer","Halifax Low Rate*","(40,50]","180k","Full time","Homeowner",0,28
"Balance Transfer","Santander*","(20,30]","20k","Full time","Private Tenant",0.4,12
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","30k","Full time","Private Tenant",0.5,85
"Balance Transfer","Halifax Low Rate*","(50,60]","30k","Full time","Private Tenant",0.5,85
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","30k","Self Employed","Homeowner",0.95,27
"Balance Transfer","Halifax Low Rate*","(50,60]","30k","Self Employed","Homeowner",0.95,28
"Balance Transfer","MBNA Low Rate*","(50,60]","10k","Homemaker","Homeowner",0,56
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","10k","Homemaker","Homeowner",0,21
"Balance Transfer","Halifax Low Rate*","(50,60]","10k","Homemaker","Homeowner",0,21
"Balance Transfer","Post Office*","(50,60]","10k","Homemaker","Homeowner",0,20
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","60k","Full time","Homeowner",0.7,51
"Balance Transfer","Halifax Low Rate*","(30,40]","60k","Full time","Homeowner",0.7,51
"Balance Transfer","MBNA Low Rate*","(20,30]","30k","Self Employed","Living with Parents",0,116
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","30k","Self Employed","Living with Parents",0.4,12
"Balance Transfer","Halifax Low Rate*","(20,30]","30k","Self Employed","Living with Parents",0.4,12
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","20k","Full time","Council Tenant",0.9,52
"Balance Transfer","Halifax Low Rate*","(50,60]","20k","Full time","Council Tenant",0.9,51
"Balance Transfer","MBNA Low Rate*","(30,40]","20k","Self Employed","Living with Parents",0,152
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","20k","Self Employed","Living with Parents",0.5,15
"Balance Transfer","Halifax Low Rate*","(30,40]","20k","Self Employed","Living with Parents",0.5,15
"Balance Transfer","Post Office*","(30,40]","20k","Self Employed","Living with Parents",0,96
"Balance Transfer","Santander*","(30,40]","20k","Self Employed","Living with Parents",0,12
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","50k","Full time","Homeowner",0.6,108
"Balance Transfer","Halifax Low Rate*","(50,60]","50k","Full time","Homeowner",0.6,114
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","20k","Full time","Council Tenant",0.4,15
"Balance Transfer","Halifax Low Rate*","(20,30]","20k","Full time","Council Tenant",0.4,16
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","30k","Full time","Council Tenant",0.3,70
"Balance Transfer","Halifax Low Rate*","(40,50]","30k","Full time","Council Tenant",0.3,70
"Balance Transfer","MBNA Low Rate*","(60,70]","10k","Retired","Private Tenant",0,124
"Balance Transfer","Santander*","(60,70]","10k","Retired","Private Tenant",0.95,18
"Balance Transfer","Post Office*","(70,80]","10k","Retired","Homeowner",0.7,12
"Balance Transfer","Santander*","(70,80]","10k","Retired","Homeowner",0.4,22
"Balance Transfer","Santander*","(20,30]","20k","Part time","Homeowner",0.9,18
"Balance Transfer","MBNA Low Rate*","(50,60]","40k","Retired","Private Tenant",0,16
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","40k","Retired","Private Tenant",0.2,12
"Balance Transfer","Halifax Low Rate*","(50,60]","40k","Retired","Private Tenant",0.2,12
"Balance Transfer","MBNA Low Rate*","(30,40]","20k","Part time","Living with Parents",0,158
"Balance Transfer","MBNA Low Rate*","(20,30]","30k","Full time","Council Tenant",0.1,76
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","30k","Full time","Council Tenant",0.5,45
"Balance Transfer","Halifax Low Rate*","(20,30]","30k","Full time","Council Tenant",0.5,45
"Balance Transfer","Post Office*","(20,30]","30k","Full time","Council Tenant",0,290
"Balance Transfer","Santander*","(20,30]","30k","Full time","Council Tenant",0.8,30
"Balance Transfer","Santander*","(20,30]","40k","Full time","Living with Parents",0.9,70
"Balance Transfer","Santander*","(20,30]","20k","Full time","Homeowner",0.2,46
"Balance Transfer","Post Office*","(40,50]","30k","Full time","Homeowner",0.9,83
"Balance Transfer","MBNA Low Rate*","(10,20]","20k","Full time","Living with Parents",0.1,20
"Balance Transfer","Lloyds Platinum Low Rate*","(10,20]","20k","Full time","Living with Parents",0.5,30
"Balance Transfer","Halifax Low Rate*","(10,20]","20k","Full time","Living with Parents",0.5,30
"Balance Transfer","Post Office*","(20,30]","30k","Full time","Homeowner",0.7,181
"Balance Transfer","MBNA Low Rate*","(30,40]","10k","Full time","Living with Parents",0,132
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","10k","Full time","Living with Parents",0.9,23
"Balance Transfer","Halifax Low Rate*","(30,40]","10k","Full time","Living with Parents",0.9,21
"Balance Transfer","Post Office*","(30,40]","10k","Full time","Living with Parents",0,70
"Balance Transfer","Santander*","(30,40]","10k","Full time","Living with Parents",0.95,42
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","30k","Full time","Homeowner",0.3,119
"Balance Transfer","Halifax Low Rate*","(20,30]","30k","Full time","Homeowner",0.3,120
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","40k","Full time","Homeowner",0.7,68
"Balance Transfer","Halifax Low Rate*","(50,60]","40k","Full time","Homeowner",0.7,66
"Balance Transfer","MBNA Low Rate*","(40,50]","10k","Unemployed","Council Tenant",0,72
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","10k","Unemployed","Council Tenant",0,54
"Balance Transfer","Halifax Low Rate*","(40,50]","10k","Unemployed","Council Tenant",0,56
"Balance Transfer","Post Office*","(40,50]","10k","Unemployed","Council Tenant",0,36
"Balance Transfer","Santander*","(40,50]","10k","Unemployed","Council Tenant",0,36
"Balance Transfer","Santander*","(30,40]","20k","Full time","Private Tenant",0.9,212
"Balance Transfer","Halifax Low Rate*","(30,40]","10k","Homemaker","Private Tenant",0.6,11
"Balance Transfer","Santander*","(30,40]","10k","Homemaker","Private Tenant",0.95,14
"Balance Transfer","MBNA Low Rate*","(50,60]","10k","Self Employed","Private Tenant",0,52
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","10k","Self Employed","Private Tenant",0,33
"Balance Transfer","Halifax Low Rate*","(50,60]","10k","Self Employed","Private Tenant",0,36
"Balance Transfer","Post Office*","(50,60]","10k","Self Employed","Private Tenant",0,26
"Balance Transfer","MBNA Low Rate*","(50,60]","40k","Self Employed","Homeowner",0,244
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","40k","Self Employed","Homeowner",0,109
"Balance Transfer","Halifax Low Rate*","(50,60]","40k","Self Employed","Homeowner",0,105
"Balance Transfer","Post Office*","(50,60]","40k","Self Employed","Homeowner",0,151
"Balance Transfer","Santander*","(50,60]","40k","Self Employed","Homeowner",0,56
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","10k","Part time","Private Tenant",0.4,29
"Balance Transfer","Halifax Low Rate*","(30,40]","10k","Part time","Private Tenant",0.4,27
"Balance Transfer","Santander*","(30,40]","10k","Part time","Private Tenant",0.6,18
"Balance Transfer","Santander*","(30,40]","20k","Part time","Living with Parents",0.5,12
"Balance Transfer","Santander*","(50,60]","20k","Retired","Homeowner",0.4,18
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","30k","Full time","Council Tenant",0,103
"Balance Transfer","Halifax Low Rate*","(50,60]","30k","Full time","Council Tenant",0,103
"Balance Transfer","Santander*","(50,60]","30k","Full time","Council Tenant",0,58
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","20k","Self Employed","Council Tenant",0,60
"Balance Transfer","Halifax Low Rate*","(40,50]","20k","Self Employed","Council Tenant",0,60
"Balance Transfer","Santander*","(40,50]","20k","Self Employed","Council Tenant",0.8,24
"Balance Transfer","MBNA Low Rate*","(50,60]","60k","Self Employed","Homeowner",0,56
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","60k","Self Employed","Homeowner",0,24
"Balance Transfer","Halifax Low Rate*","(50,60]","60k","Self Employed","Homeowner",0,26
"Balance Transfer","Post Office*","(50,60]","60k","Self Employed","Homeowner",0,18
"Balance Transfer","Santander*","(50,60]","60k","Self Employed","Homeowner",0,16
"Balance Transfer","MBNA Low Rate*","(40,50]","70k","Self Employed","Homeowner",0,28
"Balance Transfer","MBNA Low Rate*","(40,50]","30k","Self Employed","Living with Parents",0,32
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","20k","Full time","Council Tenant",0.2,95
"Balance Transfer","Halifax Low Rate*","(40,50]","20k","Full time","Council Tenant",0.2,97
"Balance Transfer","Santander*","(40,50]","20k","Full time","Council Tenant",0.8,42
"Balance Transfer","Santander*","(50,60]","40k","Full time","Homeowner",0.5,108
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","40k","Full time","Council Tenant",0.7,34
"Balance Transfer","Halifax Low Rate*","(30,40]","40k","Full time","Council Tenant",0.7,34
"Balance Transfer","Santander*","(30,40]","40k","Full time","Council Tenant",0.95,78
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","60k","Full time","Homeowner",0.6,117
"Balance Transfer","Halifax Low Rate*","(40,50]","60k","Full time","Homeowner",0.6,122
"Balance Transfer","Santander*","(40,50]","70k","Full time","Homeowner",0.6,36
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","50k","Full time","Private Tenant",0.3,24
"Balance Transfer","Halifax Low Rate*","(20,30]","50k","Full time","Private Tenant",0.3,24
"Balance Transfer","Santander*","(20,30]","50k","Full time","Private Tenant",0.9,22
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","20k","Full time","Homeowner",0.95,18
"Balance Transfer","Halifax Low Rate*","(60,70]","20k","Full time","Homeowner",0.95,18
"Balance Transfer","Santander*","(60,70]","20k","Full time","Homeowner",0.95,58
"Balance Transfer","Post Office*","(50,60]","30k","Part time","Homeowner",0,78
"Balance Transfer","Santander*","(50,60]","30k","Part time","Homeowner",0.95,26
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","20k","Part time","Council Tenant",0.7,18
"Balance Transfer","Halifax Low Rate*","(30,40]","20k","Part time","Council Tenant",0.7,20
"Balance Transfer","Santander*","(30,40]","30k","Full time","Private Tenant",0.7,36
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","20k","Part time","Living with Parents",0.6,21
"Balance Transfer","Halifax Low Rate*","(20,30]","20k","Part time","Living with Parents",0.6,21
"Balance Transfer","Santander*","(20,30]","20k","Part time","Living with Parents",0.95,104
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","20k","Part time","Homeowner",0.9,12
"Balance Transfer","Halifax Low Rate*","(30,40]","20k","Part time","Homeowner",0.9,12
"Balance Transfer","Santander*","(60,70]","30k","Full time","Homeowner",0.8,46
"Balance Transfer","Santander*","(50,60]","30k","Full time","Homeowner",0.5,130
"Balance Transfer","MBNA Low Rate*","(30,40]","10k","Homemaker","Homeowner",0,88
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","10k","Homemaker","Homeowner",0.5,15
"Balance Transfer","Halifax Low Rate*","(30,40]","10k","Homemaker","Homeowner",0.5,15
"Balance Transfer","Santander*","(50,60]","10k","Part time","Homeowner",0,46
"Balance Transfer","Santander*","(60,70]","30k","Retired","Homeowner",0.6,36
"Balance Transfer","Santander*","(20,30]","20k","Full time","Homeowner",0.3,38
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","50k","Full time","Homeowner",0.3,28
"Balance Transfer","Halifax Low Rate*","(20,30]","50k","Full time","Homeowner",0.3,27
"Balance Transfer","Post Office*","(50,60]","30k","Full time","Homeowner",0.6,92
"Balance Transfer","MBNA Low Rate*","(40,50]","90k","Full time","Private Tenant",0,28
"Balance Transfer","Post Office*","(40,50]","90k","Full time","Private Tenant",0,20
"Balance Transfer","MBNA Low Rate*","(50,60]","10k","Retired","Homeowner",0,68
"Balance Transfer","Post Office*","(50,60]","10k","Retired","Homeowner",0.4,44
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","60k","Full time","Homeowner",0.95,63
"Balance Transfer","Halifax Low Rate*","(40,50]","60k","Full time","Homeowner",0.95,67
"Balance Transfer","Santander*","(60,70]","30k","Full time","Council Tenant",0.8,14
"Balance Transfer","Santander*","(20,30]","10k","Full time","Living with Parents",0,48
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","100k","Full time","Homeowner",0,48
"Balance Transfer","Halifax Low Rate*","(40,50]","100k","Full time","Homeowner",0,52
"Balance Transfer","MBNA Low Rate*","(60,70]","40k","Part time","Homeowner",0.1,110
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","40k","Part time","Homeowner",0.2,72
