"Credit Card Type","Credit Card","Employment Status","Residential Status","Age Range","Income Range (k)","Volume","Likelihood Score"
"Balance Transfer","Post Office*","Unemployed","Council Tenant",60,20,14,0
"Balance Transfer","Santander*","Unemployed","Council Tenant",60,20,14,0
"Balance Transfer","MBNA Low Rate*","Part time","Homeowner",70,60,16,0
"Balance Transfer","Lloyds Platinum Low Rate*","Retired","Homeowner",60,10,33,0.4
"Balance Transfer","Halifax Low Rate*","Retired","Homeowner",60,10,33,0.4
"Balance Transfer","Santander*","Retired","Homeowner",60,10,32,0.4
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",70,60,60,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",70,60,12,0.6
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",70,60,12,0.6
"Balance Transfer","Santander*","Full time","Homeowner",70,60,24,0
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Council Tenant",40,10,102,0
"Balance Transfer","Halifax Low Rate*","Part time","Council Tenant",40,10,105,0
"Balance Transfer","Santander*","Part time","Council Tenant",40,10,40,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",50,70,15,0
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",50,70,15,0
"Balance Transfer","Santander*","Full time","Private Tenant",50,70,14,0
"Balance Transfer","MBNA Low Rate*","Self Employed","Council Tenant",30,10,20,0
"Balance Transfer","Post Office*","Self Employed","Council Tenant",30,10,14,0
"Balance Transfer","Santander*","Full time","Private Tenant",50,50,84,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",60,20,89,0.4
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",60,20,88,0.4
"Balance Transfer","Santander*","Full time","Homeowner",60,20,124,0.5
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",50,160,28,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",50,20,78,0.6
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",50,20,79,0.6
"Balance Transfer","Post Office*","Full time","Homeowner",50,20,16,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",60,30,51,0.7
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",60,30,52,0.7
"Balance Transfer","MBNA Low Rate*","Full time","Living with Parents",40,60,36,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Retired","Homeowner",70,30,24,0.4
"Balance Transfer","Halifax Low Rate*","Retired","Homeowner",70,30,25,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Living with Parents",30,50,15,0.6
"Balance Transfer","Halifax Low Rate*","Full time","Living with Parents",30,50,15,0.6
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",50,20,85,0.4
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",50,20,84,0.4
"Balance Transfer","MBNA Low Rate*","Full time","Council Tenant",60,20,128,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",60,20,83,0.2
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",60,20,83,0.2
"Balance Transfer","MBNA Low Rate*","Self Employed","Homeowner",50,60,102,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",50,60,61,0.2
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",50,60,61,0.2
"Balance Transfer","Post Office*","Self Employed","Homeowner",50,60,42,0.4
"Balance Transfer","MBNA Low Rate*","Retired","Homeowner",50,40,12,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",60,20,84,0.3
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",60,20,87,0.3
"Balance Transfer","MBNA Low Rate*","Retired","Homeowner",50,10,16,0
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",50,70,36,0.8
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",40,40,43,0.2
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",40,40,43,0.2
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",60,50,27,0.6
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",60,50,27,0.6
"Balance Transfer","MBNA Low Rate*","Part time","Homeowner",70,50,16,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Homeowner",70,50,12,0.2
"Balance Transfer","Halifax Low Rate*","Part time","Homeowner",70,50,13,0.2
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",50,30,36,0.5
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",50,30,37,0.5
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Council Tenant",40,30,27,0
"Balance Transfer","Halifax Low Rate*","Part time","Council Tenant",40,30,27,0
"Balance Transfer","Santander*","Part time","Council Tenant",40,30,18,0
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Homeowner",30,20,81,0
"Balance Transfer","Halifax Low Rate*","Part time","Homeowner",30,20,79,0
"Balance Transfer","Santander*","Part time","Homeowner",30,20,64,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",60,60,24,0.3
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",60,60,24,0.3
"Balance Transfer","Post Office*","Full time","Homeowner",60,60,19,0.6
"Balance Transfer","Santander*","Full time","Living with Parents",40,30,58,0.3
"Balance Transfer","Santander*","Retired","Homeowner",80,10,16,0.95
"Balance Transfer","Santander*","Full time","Homeowner",30,40,60,0.8
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",70,10,24,0
"Balance Transfer","Santander*","Full time","Private Tenant",50,50,24,0.4
"Balance Transfer","MBNA Low Rate*","Self Employed","Council Tenant",30,20,28,0
"Balance Transfer","Post Office*","Self Employed","Council Tenant",30,20,16,0
"Balance Transfer","Santander*","Self Employed","Council Tenant",30,20,12,0.95
"Balance Transfer","Santander*","Part time","Homeowner",70,30,12,0.95
"Balance Transfer","Santander*","Self Employed","Homeowner",40,30,30,0.4
"Balance Transfer","MBNA Low Rate*","Retired","Private Tenant",70,30,38,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Retired","Private Tenant",70,30,21,0.2
"Balance Transfer","Halifax Low Rate*","Retired","Private Tenant",70,30,21,0.2
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",40,20,48,0.95
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",40,20,48,0.95
"Balance Transfer","Santander*","Self Employed","Private Tenant",40,20,76,0
"Balance Transfer","MBNA Low Rate*","Retired","Living with Parents",60,10,16,0
"Balance Transfer","MBNA Low Rate*","Part time","Private Tenant",70,30,20,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Living with Parents",30,60,18,0.2
"Balance Transfer","Halifax Low Rate*","Full time","Living with Parents",30,60,19,0.2
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",40,60,45,0.3
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",40,60,48,0.3
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",50,50,54,0.9
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",50,50,54,0.9
"Balance Transfer","MBNA Low Rate*","Homemaker","Homeowner",70,20,48,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Homemaker","Homeowner",70,20,21,0
"Balance Transfer","Halifax Low Rate*","Homemaker","Homeowner",70,20,21,0
"Balance Transfer","Post Office*","Homemaker","Homeowner",70,20,14,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",60,30,116,0.95
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",60,30,118,0.95
"Balance Transfer","Santander*","Full time","Living with Parents",30,10,12,0.9
"Balance Transfer","Santander*","Full time","Private Tenant",60,20,34,0.8
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",30,30,37,0.2
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",30,30,37,0.2
"Balance Transfer","Santander*","Full time","Council Tenant",30,30,20,0.9
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Private Tenant",30,30,12,0.2
"Balance Transfer","Halifax Low Rate*","Part time","Private Tenant",30,30,12,0.2
"Balance Transfer","MBNA Low Rate*","Self Employed","Council Tenant",50,30,88,0
"Balance Transfer","Post Office*","Self Employed","Council Tenant",50,30,58,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",60,100,12,0.5
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",60,100,12,0.5
"Balance Transfer","Post Office*","Full time","Homeowner",60,100,30,0
"Balance Transfer","Post Office*","Full time","Homeowner",40,40,123,0.5
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",60,70,24,0.6
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",60,70,26,0.6
"Balance Transfer","Post Office*","Full time","Homeowner",60,70,12,0.6
"Balance Transfer","Santander*","Full time","Homeowner",60,70,68,0
"Balance Transfer","Lloyds Platinum Low Rate*","Homemaker","Private Tenant",50,20,18,0.5
"Balance Transfer","Halifax Low Rate*","Homemaker","Private Tenant",50,20,18,0.5
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",70,70,52,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",70,70,24,0
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",70,70,24,0
"Balance Transfer","Santander*","Full time","Homeowner",70,70,12,0.9
"Balance Transfer","MBNA Low Rate*","Part time","Private Tenant",60,30,12,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Private Tenant",60,30,18,0.2
"Balance Transfer","Halifax Low Rate*","Part time","Private Tenant",60,30,18,0.2
"Balance Transfer","Post Office*","Part time","Private Tenant",60,30,22,0
"Balance Transfer","Post Office*","Full time","Homeowner",60,30,46,0.9
"Balance Transfer","Lloyds Platinum Low Rate*","Retired","Private Tenant",70,10,45,0
"Balance Transfer","Halifax Low Rate*","Retired","Private Tenant",70,10,45,0
"Balance Transfer","Santander*","Full time","Homeowner",50,80,22,0.3
"Balance Transfer","MBNA Low Rate*","Retired","Homeowner",80,50,52,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Retired","Homeowner",80,50,29,0.2
"Balance Transfer","Halifax Low Rate*","Retired","Homeowner",80,50,28,0.2
"Balance Transfer","Post Office*","Retired","Homeowner",80,50,20,0.4
"Balance Transfer","Santander*","Retired","Homeowner",80,50,12,0.2
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",40,60,12,0
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",40,60,12,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",50,20,108,0.7
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",50,20,111,0.7
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Homeowner",40,10,12,0.9
"Balance Transfer","Halifax Low Rate*","Part time","Homeowner",40,10,12,0.9
"Balance Transfer","Santander*","Full time","Homeowner",40,90,24,0.2
"Balance Transfer","Santander*","Retired","Homeowner",70,10,58,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Living with Parents",40,40,54,0.95
"Balance Transfer","Halifax Low Rate*","Full time","Living with Parents",40,40,56,0.95
"Balance Transfer","MBNA Low Rate*","Unemployed","Homeowner",60,10,42,0
"Balance Transfer","Lloyds Platinum Low Rate*","Unemployed","Homeowner",60,10,31,0
"Balance Transfer","Halifax Low Rate*","Unemployed","Homeowner",60,10,31,0
"Balance Transfer","Post Office*","Unemployed","Homeowner",60,10,20,0
"Balance Transfer","Santander*","Unemployed","Homeowner",60,10,20,0
"Balance Transfer","Santander*","Part time","Homeowner",70,20,32,0
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",50,50,15,0.5
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",50,50,15,0.5
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",40,80,22,0.5
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",40,80,21,0.5
"Balance Transfer","Santander*","Full time","Private Tenant",40,80,50,0.95
"Balance Transfer","Santander*","Full time","Private Tenant",50,20,66,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",40,70,42,0.4
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",40,70,43,0.4
"Balance Transfer","Santander*","Full time","Private Tenant",50,30,52,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Retired","Private Tenant",70,20,57,0
"Balance Transfer","Halifax Low Rate*","Retired","Private Tenant",70,20,58,0
"Balance Transfer","Post Office*","Full time","Homeowner",50,60,32,0.5
"Balance Transfer","Santander*","Full time","Homeowner",50,60,30,0.5
"Balance Transfer","MBNA Low Rate*","Part time","Homeowner",80,20,12,0
"Balance Transfer","MBNA Low Rate*","Unemployed","Homeowner",50,20,12,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Unemployed","Homeowner",50,20,30,0
"Balance Transfer","Halifax Low Rate*","Unemployed","Homeowner",50,20,30,0
"Balance Transfer","Post Office*","Unemployed","Homeowner",50,20,20,0
"Balance Transfer","MBNA Low Rate*","Self Employed","Living with Parents",50,20,36,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Living with Parents",30,20,27,0.4
"Balance Transfer","Halifax Low Rate*","Part time","Living with Parents",30,20,31,0.4
"Balance Transfer","Santander*","Part time","Living with Parents",30,20,12,0.8
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Living with Parents",30,20,21,0.5
"Balance Transfer","Halifax Low Rate*","Self Employed","Living with Parents",30,20,22,0.5
"Balance Transfer","Lloyds Platinum Low Rate*","Homemaker","Council Tenant",40,20,15,0.6
"Balance Transfer","Halifax Low Rate*","Homemaker","Council Tenant",40,20,15,0.6
"Balance Transfer","Lloyds Platinum Low Rate*","Retired","Council Tenant",70,20,12,0.5
"Balance Transfer","Halifax Low Rate*","Retired","Council Tenant",70,20,12,0.5
"Balance Transfer","Post Office*","Full time","Homeowner",60,40,42,0.95
"Balance Transfer","Santander*","Self Employed","Homeowner",50,40,34,0.8
"Balance Transfer","MBNA Low Rate*","Part time","Homeowner",60,20,28,0.8
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Homeowner",60,20,45,0.3
"Balance Transfer","Halifax Low Rate*","Part time","Homeowner",60,20,51,0.3
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Private Tenant",30,30,24,0
"Balance Transfer","Halifax Low Rate*","Part time","Private Tenant",30,30,26,0
"Balance Transfer","Santander*","Part time","Private Tenant",30,30,28,0
"Balance Transfer","Santander*","Full time","Private Tenant",40,60,14,0.3
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",50,180,18,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",30,30,63,0.6
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",30,30,64,0.6
"Balance Transfer","Santander*","Self Employed","Homeowner",60,40,16,0.5
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",40,60,42,0.95
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",40,60,43,0.95
"Balance Transfer","MBNA Low Rate*","Full time","Private Tenant",40,60,20,0.8
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",40,60,33,0.3
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",40,60,33,0.3
"Balance Transfer","Santander*","Full time","Homeowner",40,60,50,0.8
"Balance Transfer","Santander*","Retired","Homeowner",70,40,16,0.5
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",40,60,80,0.8
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",40,60,69,0.95
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",40,60,72,0.95
"Balance Transfer","Post Office*","Full time","Homeowner",40,60,46,0.6
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",60,150,32,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",60,150,18,0.2
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",60,150,18,0.2
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Living with Parents",40,50,36,0
"Balance Transfer","Halifax Low Rate*","Full time","Living with Parents",40,50,37,0
"Balance Transfer","Post Office*","Full time","Homeowner",60,40,90,0.6
"Balance Transfer","MBNA Low Rate*","Self Employed","Private Tenant",60,40,48,0
"Balance Transfer","Post Office*","Homemaker","Homeowner",70,20,13,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Homemaker","Homeowner",70,20,18,0.2
"Balance Transfer","Halifax Low Rate*","Homemaker","Homeowner",70,20,18,0.2
"Balance Transfer","Santander*","Full time","Private Tenant",60,30,32,0.6
"Balance Transfer","Post Office*","Self Employed","Homeowner",60,120,14,0
"Balance Transfer","MBNA Low Rate*","Unemployed","Homeowner",60,50,24,0
"Balance Transfer","Lloyds Platinum Low Rate*","Unemployed","Homeowner",60,50,20,0
"Balance Transfer","Halifax Low Rate*","Unemployed","Homeowner",60,50,18,0
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",60,60,12,0.95
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",60,60,13,0.95
"Balance Transfer","MBNA Low Rate*","Homemaker","Homeowner",60,30,32,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Homemaker","Homeowner",60,30,18,0
"Balance Transfer","Halifax Low Rate*","Homemaker","Homeowner",60,30,18,0
"Balance Transfer","Post Office*","Homemaker","Homeowner",60,30,30,0
"Balance Transfer","Post Office*","Full time","Homeowner",60,20,26,0.9
